Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year
0 days 01:34:17.480000,OCO,31,0 days 00:01:49.599000,21.0,2.0,,,0 days 00:00:30.851000,0 days 00:00:49.648000,0 days 00:00:29.100000,0 days 01:32:58.756000,0 days 01:33:48.404000,0 days 01:34:17.504000,335.0,202.0,219.0,319.0,False,HARD,9.0,True,Alpine,0 days 01:32:27.881000,2024-07-28 13:41:05.859,1,10.0,False,,False,True,2024
0 days 01:36:06.908000,OCO,31,0 days 00:01:49.428000,22.0,2.0,,,0 days 00:00:31.070000,0 days 00:00:49.324000,0 days 00:00:29.034000,0 days 01:34:48.574000,0 days 01:35:37.898000,0 days 01:36:06.932000,321.0,200.0,219.0,316.0,False,HARD,10.0,True,Alpine,0 days 01:34:17.480000,2024-07-28 13:42:55.458,1,10.0,False,,False,True,2024
0 days 01:37:56.559000,OCO,31,0 days 00:01:49.651000,23.0,2.0,,,0 days 00:00:30.874000,0 days 00:00:49.770000,0 days 00:00:29.007000,0 days 01:36:37.806000,0 days 01:37:27.576000,0 days 01:37:56.583000,332.0,201.0,220.0,318.0,False,HARD,11.0,True,Alpine,0 days 01:36:06.908000,2024-07-28 13:44:44.886,1,9.0,False,,False,True,2024
0 days 01:39:45.304000,OCO,31,0 days 00:01:48.745000,24.0,2.0,,,0 days 00:00:31.101000,0 days 00:00:48.683000,0 days 00:00:28.961000,0 days 01:38:27.684000,0 days 01:39:16.367000,0 days 01:39:45.328000,317.0,203.0,220.0,316.0,True,HARD,12.0,True,Alpine,0 days 01:37:56.559000,2024-07-28 13:46:34.537,1,9.0,False,,False,True,2024
0 days 01:41:34.049000,OCO,31,0 days 00:01:48.745000,25.0,2.0,,,0 days 00:00:31.153000,0 days 00:00:48.648000,0 days 00:00:28.944000,0 days 01:40:16.481000,0 days 01:41:05.129000,0 days 01:41:34.073000,318.0,203.0,220.0,316.0,False,HARD,13.0,True,Alpine,0 days 01:39:45.304000,2024-07-28 13:48:23.282,1,9.0,False,,False,True,2024
0 days 01:43:22.566000,OCO,31,0 days 00:01:48.517000,26.0,2.0,,,0 days 00:00:31.124000,0 days 00:00:48.536000,0 days 00:00:28.857000,0 days 01:42:05.197000,0 days 01:42:53.733000,0 days 01:43:22.590000,319.0,204.0,220.0,316.0,True,HARD,14.0,True,Alpine,0 days 01:41:34.049000,2024-07-28 13:50:12.027,1,9.0,False,,False,True,2024
0 days 01:45:10.985000,OCO,31,0 days 00:01:48.419000,27.0,2.0,,,0 days 00:00:31.033000,0 days 00:00:48.468000,0 days 00:00:28.918000,0 days 01:43:53.623000,0 days 01:44:42.091000,0 days 01:45:11.009000,319.0,203.0,220.0,316.0,True,HARD,15.0,True,Alpine,0 days 01:43:22.566000,2024-07-28 13:52:00.544,1,9.0,False,,False,True,2024
0 days 01:46:59.540000,OCO,31,0 days 00:01:48.555000,28.0,2.0,,,0 days 00:00:31.011000,0 days 00:00:48.616000,0 days 00:00:28.928000,0 days 01:45:42.020000,0 days 01:46:30.636000,0 days 01:46:59.564000,319.0,204.0,220.0,317.0,False,HARD,16.0,True,Alpine,0 days 01:45:10.985000,2024-07-28 13:53:48.963,1,9.0,False,,False,True,2024
0 days 01:48:48.328000,OCO,31,0 days 00:01:48.788000,29.0,2.0,,,0 days 00:00:31.003000,0 days 00:00:48.892000,0 days 00:00:28.893000,0 days 01:47:30.567000,0 days 01:48:19.459000,0 days 01:48:48.352000,321.0,203.0,219.0,319.0,False,HARD,17.0,True,Alpine,0 days 01:46:59.540000,2024-07-28 13:55:37.518,1,9.0,False,,False,True,2024
0 days 01:50:40.999000,OCO,31,0 days 00:01:52.671000,30.0,2.0,,0 days 01:50:37.251000,0 days 00:00:30.873000,0 days 00:00:48.431000,0 days 00:00:33.367000,0 days 01:49:19.225000,0 days 01:50:07.656000,0 days 01:50:41.023000,322.0,203.0,,318.0,False,HARD,18.0,True,Alpine,0 days 01:48:48.328000,2024-07-28 13:57:26.306,1,9.0,False,,False,False,2024
0 days 01:52:43.495000,OCO,31,0 days 00:02:02.496000,31.0,3.0,0 days 01:51:00.755000,,0 days 00:00:45.578000,0 days 00:00:48.237000,0 days 00:00:28.681000,0 days 01:51:26.601000,0 days 01:52:14.838000,0 days 01:52:43.519000,333.0,205.0,224.0,319.0,False,HARD,1.0,True,Alpine,0 days 01:50:40.999000,2024-07-28 13:59:18.977,1,14.0,False,,False,False,2024
0 days 01:54:30.487000,OCO,31,0 days 00:01:46.992000,32.0,3.0,,,0 days 00:00:30.450000,0 days 00:00:47.965000,0 days 00:00:28.577000,0 days 01:53:13.969000,0 days 01:54:01.934000,0 days 01:54:30.511000,340.0,205.0,222.0,325.0,True,HARD,2.0,True,Alpine,0 days 01:52:43.495000,2024-07-28 14:01:21.473,1,13.0,False,,False,True,2024
0 days 01:56:17.965000,OCO,31,0 days 00:01:47.478000,33.0,3.0,,,0 days 00:00:30.687000,0 days 00:00:48.051000,0 days 00:00:28.740000,0 days 01:55:01.198000,0 days 01:55:49.249000,0 days 01:56:17.989000,323.0,205.0,222.0,322.0,False,HARD,3.0,True,Alpine,0 days 01:54:30.487000,2024-07-28 14:03:08.465,1,13.0,False,,False,True,2024
0 days 01:58:06.265000,OCO,31,0 days 00:01:48.300000,34.0,3.0,,,0 days 00:00:30.458000,0 days 00:00:48.856000,0 days 00:00:28.986000,0 days 01:56:48.447000,0 days 01:57:37.303000,0 days 01:58:06.289000,343.0,203.0,222.0,323.0,False,HARD,4.0,True,Alpine,0 days 01:56:17.965000,2024-07-28 14:04:55.943,1,13.0,False,,False,True,2024
0 days 01:59:55.506000,OCO,31,0 days 00:01:49.241000,35.0,3.0,,,0 days 00:00:30.533000,0 days 00:00:49.653000,0 days 00:00:29.055000,0 days 01:58:36.822000,0 days 01:59:26.475000,0 days 01:59:55.530000,337.0,203.0,223.0,322.0,False,HARD,5.0,True,Alpine,0 days 01:58:06.265000,2024-07-28 14:06:44.243,1,12.0,False,,False,True,2024
0 days 02:01:44.489000,OCO,31,0 days 00:01:48.983000,36.0,3.0,,,0 days 00:00:30.451000,0 days 00:00:49.459000,0 days 00:00:29.073000,0 days 02:00:25.981000,0 days 02:01:15.440000,0 days 02:01:44.513000,343.0,202.0,222.0,323.0,False,HARD,6.0,True,Alpine,0 days 01:59:55.506000,2024-07-28 14:08:33.484,1,12.0,False,,False,True,2024
0 days 02:03:34.100000,OCO,31,0 days 00:01:49.611000,37.0,3.0,,,0 days 00:00:30.484000,0 days 00:00:49.799000,0 days 00:00:29.328000,0 days 02:02:14.997000,0 days 02:03:04.796000,0 days 02:03:34.124000,336.0,202.0,222.0,322.0,False,HARD,7.0,True,Alpine,0 days 02:01:44.489000,2024-07-28 14:10:22.467,1,12.0,False,,False,True,2024
0 days 02:05:21.058000,OCO,31,0 days 00:01:46.958000,38.0,3.0,,,0 days 00:00:30.418000,0 days 00:00:47.795000,0 days 00:00:28.745000,0 days 02:04:04.542000,0 days 02:04:52.337000,0 days 02:05:21.082000,334.0,202.0,221.0,325.0,True,HARD,8.0,True,Alpine,0 days 02:03:34.100000,2024-07-28 14:12:12.078,1,11.0,False,,False,True,2024
0 days 02:07:08.283000,OCO,31,0 days 00:01:47.225000,39.0,3.0,,,0 days 00:00:30.726000,0 days 00:00:47.784000,0 days 00:00:28.715000,0 days 02:05:51.808000,0 days 02:06:39.592000,0 days 02:07:08.307000,322.0,204.0,222.0,320.0,False,HARD,9.0,True,Alpine,0 days 02:05:21.058000,2024-07-28 14:13:59.036,1,11.0,False,,False,True,2024
0 days 02:08:55.647000,OCO,31,0 days 00:01:47.364000,40.0,3.0,,,0 days 00:00:30.676000,0 days 00:00:47.981000,0 days 00:00:28.707000,0 days 02:07:38.983000,0 days 02:08:26.964000,0 days 02:08:55.671000,321.0,207.0,224.0,321.0,False,HARD,10.0,True,Alpine,0 days 02:07:08.283000,2024-07-28 14:15:46.261,1,11.0,False,,False,True,2024
0 days 02:10:42.967000,OCO,31,0 days 00:01:47.320000,41.0,3.0,,,0 days 00:00:30.511000,0 days 00:00:48.090000,0 days 00:00:28.719000,0 days 02:09:26.182000,0 days 02:10:14.272000,0 days 02:10:42.991000,344.0,204.0,222.0,322.0,False,HARD,11.0,True,Alpine,0 days 02:08:55.647000,2024-07-28 14:17:33.625,1,10.0,False,,False,True,2024
0 days 02:12:30.142000,OCO,31,0 days 00:01:47.175000,42.0,3.0,,,0 days 00:00:30.851000,0 days 00:00:47.575000,0 days 00:00:28.749000,0 days 02:11:13.842000,0 days 02:12:01.417000,0 days 02:12:30.166000,319.0,206.0,221.0,320.0,False,HARD,12.0,True,Alpine,0 days 02:10:42.967000,2024-07-28 14:19:20.945,1,10.0,False,,False,True,2024
0 days 02:14:17.099000,OCO,31,0 days 00:01:46.957000,43.0,3.0,,,0 days 00:00:30.868000,0 days 00:00:47.490000,0 days 00:00:28.599000,0 days 02:13:01.034000,0 days 02:13:48.524000,0 days 02:14:17.123000,319.0,207.0,222.0,319.0,True,HARD,13.0,True,Alpine,0 days 02:12:30.142000,2024-07-28 14:21:08.120,1,10.0,False,,False,True,2024
0 days 02:16:04.627000,OCO,31,0 days 00:01:47.528000,44.0,3.0,,,0 days 00:00:30.792000,0 days 00:00:48.024000,0 days 00:00:28.712000,0 days 02:14:47.915000,0 days 02:15:35.939000,0 days 02:16:04.651000,320.0,203.0,221.0,320.0,False,HARD,14.0,True,Alpine,0 days 02:14:17.099000,2024-07-28 14:22:55.077,1,10.0,False,,False,True,2024
0 days 00:57:14.291000,RIC,3,0 days 00:01:59.256000,1.0,1.0,,,,0 days 00:00:52.773000,0 days 00:00:29.871000,,0 days 00:56:44.449000,0 days 00:57:14.461000,323.0,200.0,218.0,281.0,False,SOFT,1.0,True,RB,0 days 00:55:14.764000,2024-07-28 13:03:52.742,1,14.0,False,,False,False,2024
0 days 00:59:05.832000,RIC,3,0 days 00:01:51.541000,2.0,1.0,,,0 days 00:00:31.293000,0 days 00:00:50.578000,0 days 00:00:29.670000,0 days 00:57:45.585000,0 days 00:58:36.163000,0 days 00:59:05.833000,339.0,201.0,220.0,313.0,True,SOFT,2.0,True,RB,0 days 00:57:14.291000,2024-07-28 13:05:52.269,1,14.0,False,,False,True,2024
0 days 01:00:57.047000,RIC,3,0 days 00:01:51.215000,3.0,1.0,,,0 days 00:00:31.270000,0 days 00:00:50.239000,0 days 00:00:29.706000,0 days 00:59:37.103000,0 days 01:00:27.342000,0 days 01:00:57.048000,331.0,198.0,218.0,312.0,True,SOFT,3.0,True,RB,0 days 00:59:05.832000,2024-07-28 13:07:43.810,1,14.0,False,,False,True,2024
0 days 01:02:47.762000,RIC,3,0 days 00:01:50.715000,4.0,1.0,,,0 days 00:00:31.168000,0 days 00:00:49.919000,0 days 00:00:29.628000,0 days 01:01:28.216000,0 days 01:02:18.135000,0 days 01:02:47.763000,328.0,201.0,218.0,310.0,True,SOFT,4.0,True,RB,0 days 01:00:57.047000,2024-07-28 13:09:35.025,1,14.0,False,,False,True,2024
0 days 01:04:38.076000,RIC,3,0 days 00:01:50.314000,5.0,1.0,,,0 days 00:00:31.147000,0 days 00:00:49.662000,0 days 00:00:29.505000,0 days 01:03:18.910000,0 days 01:04:08.572000,0 days 01:04:38.077000,332.0,196.0,218.0,311.0,True,SOFT,5.0,True,RB,0 days 01:02:47.762000,2024-07-28 13:11:25.740,1,14.0,False,,False,True,2024
0 days 01:06:29.036000,RIC,3,0 days 00:01:50.960000,6.0,1.0,,,0 days 00:00:31.081000,0 days 00:00:50.100000,0 days 00:00:29.779000,0 days 01:05:09.158000,0 days 01:05:59.258000,0 days 01:06:29.037000,335.0,197.0,215.0,311.0,False,SOFT,6.0,True,RB,0 days 01:04:38.076000,2024-07-28 13:13:16.054,1,14.0,False,,False,True,2024
0 days 01:08:20.326000,RIC,3,0 days 00:01:51.290000,7.0,1.0,,,0 days 00:00:31.279000,0 days 00:00:50.269000,0 days 00:00:29.742000,0 days 01:07:00.316000,0 days 01:07:50.585000,0 days 01:08:20.327000,335.0,196.0,215.0,312.0,False,SOFT,7.0,True,RB,0 days 01:06:29.036000,2024-07-28 13:15:07.014,1,14.0,False,,False,True,2024
0 days 01:10:15.921000,RIC,3,0 days 00:01:55.595000,8.0,1.0,,0 days 01:10:12.248000,0 days 00:00:31.294000,0 days 00:00:50.321000,0 days 00:00:33.980000,0 days 01:08:51.621000,0 days 01:09:41.942000,0 days 01:10:15.922000,328.0,197.0,,312.0,False,SOFT,8.0,True,RB,0 days 01:08:20.326000,2024-07-28 13:16:58.304,1,17.0,False,,False,False,2024
0 days 01:12:18.940000,RIC,3,0 days 00:02:03.019000,9.0,2.0,0 days 01:10:34.905000,,0 days 00:00:45.329000,0 days 00:00:48.402000,0 days 00:00:29.288000,0 days 01:11:01.251000,0 days 01:11:49.653000,0 days 01:12:18.941000,309.0,204.0,217.0,308.0,False,MEDIUM,1.0,True,RB,0 days 01:10:15.921000,2024-07-28 13:18:53.899,1,17.0,False,,False,False,2024
0 days 01:14:08.629000,RIC,3,0 days 00:01:49.689000,10.0,2.0,,,0 days 00:00:31.317000,0 days 00:00:48.840000,0 days 00:00:29.532000,0 days 01:12:50.258000,0 days 01:13:39.098000,0 days 01:14:08.630000,310.0,202.0,216.0,310.0,True,MEDIUM,2.0,True,RB,0 days 01:12:18.940000,2024-07-28 13:20:56.918,1,16.0,False,,False,True,2024
